"","x1","x2","x3"
"66",13.4391819426584,40.3762021658483,26.3713036720061
"67",7.59176523680626,22.2827060730837,34.8224407384359
"68",13.6207418706922,40.4737774711733,504.732983965895
"69",13.9635089897276,32.9819581191534,41.1414850621818
"70",12.1221646890445,35.8375687878999,38.7947402293618
"71",10.0856612319506,34.9793996597572,168.106388027149
"72",10.8164803052403,32.519914666235,34.6753472946172
"73",10.5078262366395,29.3338798167171,35.0634725308938
"74",8.08374869412559,24.5736475866193,27.394319371911
"75",12.1775797386608,35.7727235945754,33.8842490136483
"76",7.87248458981285,34.1602419426435,44.5794593212328
"77",6.03047045255958,16.3756692035092,24.2897500576179
"78",13.8067111635733,39.9706501629325,45.9413960353491
"79",10.763251115934,26.9191142881188,39.6752321755073
"80",10.5025644129406,34.217585946108,45.6418311285783
"81",12.0122532313245,37.2395380242893,26.0103847124155
"82",8.06420732308694,31.2886383238489,24.1174466518393
"83",7.57327324667054,26.5113257073016,27.762807686165
"84",13.7617849162984,26.6162593048954,63.8242656349508
"85",9.1148718455036,22.1445590320004,53.8928261453956
"86",10.1062626707043,10.5189883119944,34.8079757404529
"87",5.57066953748945,33.9566573283466,42.5789289112314
"88",11.6187418632327,31.6631415952424,45.561581594281
"89",6.88236501263387,36.8415792237175,43.2694633837245
"90",9.34224595332838,26.8563391227868,18.6019220040372
"91",10.3752426980275,24.3682798218879,24.2713204975265
"92",7.15202497077008,46.0194944527701,31.9442601180906
"93",9.4566944950759,33.2759194643471,41.2690297487576
"94",11.3589214795066,17.6772852753495,48.9362980894279
"95",8.35292993016959,35.6792043589641,52.7522082863809
"96",9.75707660700371,35.9931864150126,20.7230225274963
"97",8.21481508623497,37.9372794156009,46.1020067534737
"98",13.3986811298304,38.4963714764174,223.197797954306
"99",9.08799195569351,27.1908134202206,27.5400957976329
"100",10.3651417254406,25.8118813829651,46.6311860415452
"101",8.73621635842284,24.7890489496318,50.9446716398037
"102",8.43351443641803,18.0594695604271,43.9868085543539
"103",10.9849190423339,17.4522403700099,35.8008186359289
"104",7.05261194340285,29.3776992646962,29.381239265487
"105",9.59557933918922,34.6246362238729,57.363497859189
"106",6.78400764176185,26.0796319022328,44.8945046800081
"107",9.37680162720638,28.3165069279699,31.5668857626802
"108",12.724978447428,25.1903371772301,53.7883600789692
"109",12.9734620065607,30.0680314059272,22.8249056300412
"110",8.91580831718326,23.5671498211273,45.0737393182563
"111",8.12619591284302,17.0056853237511,36.44337965123
