208	2	1	6	6	6	6	5
209	2	.	6	6	6	7	7
210	2	2	3	3	4	4	3
211	2	2	6	6	6	4	4
212	2	2	3	4	5	5	4
213	2	2	2	5	4	3	2
214	2	2	5	5	6	7	5
215	2	1	6	6	6	6	6
216	2	2	7	7	7	7	7
217	2	.	6	7	7	7	6
218	2	2	6	6	6	3	6
219	2	1	7	7	7	7	7
220	2	2	6	5	7	7	6
221	2	1	6	6	6	7	5
222	2	1	3	3	3	3	5
223	2	1	1	3	1	2	1
224	2	1	7	7	7	7	7
225	2	1	5	6	6	6	6
226	2	2	7	7	7	7	7
227	2	2	5	6	6	6	6
228	2	1	5	6	5	3	3
229	2	2	6	5	5	6	7
230	2	1	4	4	4	4	4
231	2	1	4	6	4	4	2
232	2	1	4	4	5	6	3
233	2	1	6	5	6	6	5
234	2	2	7	7	7	7	7
235	2	1	5	6	6	6	5
236	2	2	7	7	7	5	7
237	2	1	7	7	6	6	7
238	2	1	5	6	6	6	5
239	2	1	6	7	7	7	6
240	2	1	5	6	6	7	6
241	2	1	5	5	5	2	3
242	2	2	5	6	6	6	5
243	2	2	6	6	6	6	6
244	2	.	5	6	6	6	6
245	2	.	7	7	7	7	7
246	2	2	6	6	5	4	1
247	2	2	6	5	6	5	2
248	2	2	4	3	4	5	4
249	2	2	4	3	4	6	5
250	2	1	6	6	6	6	6
251	2	2	5	4	5	5	7
252	2	2	6	5	5	5	1
253	2	2	5	6	6	6	7
254	2	1	5	5	6	4	3
255	2	2	3	6	5	6	2
256	2	2	2	5	2	4	3
257	2	1	6	6	6	6	6
258	2	1	5	6	5	5	4
259	2	2	2	3	3	4	5
260	2	2	.	.	.	.	.
261	2	2	6	6	5	6	5
262	2	1	5	6	3	3	6
263	2	2	6	5	5	5	4
264	2	1	5	6	6	5	6
265	2	2	5	5	6	5	4
266	2	2	3	4	4	4	2
267	2	1	6	6	7	7	6
268	2	1	6	6	6	6	7
269	2	1	6	5	6	6	3
270	2	1	5	4	6	6	7
271	2	1	6	6	6	6	6
272	2	1	6	6	7	3	2
273	2	1	2	3	2	1	2
274	2	1	5	5	6	3	2
275	2	2	7	7	7	7	6
276	2	1	6	6	7	7	7
277	2	2	4	4	5	5	3
278	2	1	5	5	5	5	2
279	2	1	7	7	7	7	7
280	2	.	.	.	.	.	.
281	2	1	5	5	5	5	5
282	2	2	.	.	.	.	.
283	2	2	7	7	7	7	7
284	2	2	.	.	.	.	.
285	2	1	2	3	3	2	5
286	2	2	3	4	3	3	3
287	2	1	6	6	6	6	6
288	2	1	6	6	5	6	5
289	2	2	5	5	5	5	2
290	2	1	2	2	3	2	2
291	2	1	6	6	6	6	5
292	2	2	5	6	6	6	6
293	2	2	6	7	6	6	6
294	2	2	3	6	6	4	1
295	2	2	.	.	.	.	.
296	2	.	.	.	.	.	.
297	2	2	.	.	.	.	.
298	2	2	2	6	6	5	4
299	2	2	6	6	7	6	5
300	2	2	6	5	6	5	5
301	2	1	7	7	5	1	3
302	2	2	5	5	5	5	6
303	2	2	6	6	6	1	6
304	2	1	3	6	6	5	3
305	2	1	.	.	.	.	.
306	2	2	7	7	7	7	7
307	2	2	6	6	7	6	2
308	2	2	6	6	7	7	6
309	2	1	5	6	6	6	5
310	2	2	5	4	6	6	7
311	2	2	.	.	.	.	.
312	2	1	6	6	6	6	6
313	2	2	6	6	6	5	5
314	2	2	4	4	4	3	4
315	2	2	5	6	3	3	3
316	2	1	6	5	7	7	6
317	2	1	6	6	6	7	7
318	2	2	2	5	6	2	2
319	2	2	2	2	3	5	6
320	2	2	4	5	6	6	6
321	2	2	3	3	3	5	4
322	2	2	6	6	6	5	5
323	2	1	3	3	3	3	4
324	2	1	5	6	5	3	4
325	2	2	2	2	2	4	1
326	2	2	2	1	1	2	1
327	2	1	.	.	.	.	.
328	2	1	.	.	.	.	.
329	2	2	6	6	6	6	6
330	2	1	6	6	6	6	5
331	2	1	.	.	.	.	.
332	2	2	6	6	6	7	7
333	2	2	6	6	6	6	6
334	2	2	7	7	7	7	7
335	2	2	5	6	3	2	1
336	2	2	4	4	4	4	2
337	2	1	4	4	4	4	4
338	2	.	3	3	3	5	4
339	2	2	6	6	6	6	6
340	2	1	3	4	5	4	3
341	2	2	6	6	6	6	5
342	2	2	4	7	6	6	6
343	2	1	3	3	3	5	3
344	2	1	6	6	6	6	2
345	2	2	6	6	6	6	6
346	2	2	7	7	7	7	6
347	2	1	6	6	6	3	5
348	2	1	3	5	6	5	6
349	2	1	4	4	2	4	2
350	2	2	6	5	6	6	6
351	2	1	3	3	3	3	3
352	2	1	6	7	7	7	6
353	2	2	7	7	7	7	7
354	2	2	3	2	2	1	3
355	2	2	6	7	6	6	6
356	2	1	6	6	6	5	3
357	2	2	5	7	7	7	4
358	2	1	3	5	3	3	2
359	2	2	5	5	6	6	5
360	2	1	6	6	6	6	6
361	2	2	3	3	4	6	6
362	2	.	.	.	.	.	.
363	2	2	6	6	5	4	6
364	2	2	5	5	5	5	5
365	2	1	6	7	7	7	6
366	2	2	1	3	3	1	1
367	2	1	7	7	7	7	7
368	2	1	6	6	6	6	4
369	2	2	5	6	5	7	5
370	2	1	6	6	6	6	3
371	2	2	6	7	6	6	6
372	2	1	4	4	4	4	4
373	2	2	.	.	.	.	.
374	2	1	5	6	5	5	4
375	2	.	.	.	.	.	.
376	2	1	3	3	3	2	2
